dateRep;day;month;year;week;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
23/03/2020;23;3;2020;Week 13;5560;649;Italy;IT;ITA;60359546;Europe;85,75776895
22/03/2020;22;3;2020;Week 13;6557;795;Italy;IT;ITA;60359546;Europe;79,01815564
21/03/2020;21;3;2020;Week 12;5986;625;Italy;IT;ITA;60359546;Europe;70,22087277
20/03/2020;20;3;2020;Week 12;5322;429;Italy;IT;ITA;60359546;Europe;61,59257725
19/03/2020;19;3;2020;Week 12;4207;473;Italy;IT;ITA;60359546;Europe;54,04944563
18/03/2020;18;3;2020;Week 12;3526;347;Italy;IT;ITA;60359546;Europe;48,05205129
17/03/2020;17;3;2020;Week 12;4000;347;Italy;IT;ITA;60359546;Europe;42,98243065
16/03/2020;16;3;2020;Week 12;2823;370;Italy;IT;ITA;60359546;Europe;36,93036392
15/03/2020;15;3;2020;Week 12;3497;173;Italy;IT;ITA;60359546;Europe;33,18282083
14/03/2020;14;3;2020;Week 11;2547;252;Italy;IT;ITA;60359546;Europe;27,78682265
13/03/2020;13;3;2020;Week 11;2651;189;Italy;IT;ITA;60359546;Europe;23,96141283
12/03/2020;12;3;2020;Week 11;2313;196;Italy;IT;ITA;60359546;Europe;19,98358304
11/03/2020;11;3;2020;Week 11;977;167;Italy;IT;ITA;60359546;Europe;16,28077189
10/03/2020;10;3;2020;Week 11;1797;98;Italy;IT;ITA;60359546;Europe;14,81621482
09/03/2020;9;3;2020;Week 11;1492;133;Italy;IT;ITA;60359546;Europe;11,99975891
08/03/2020;8;3;2020;Week 11;1247;36;Italy;IT;ITA;60359546;Europe;9,61571182
07/03/2020;7;3;2020;Week 10;778;49;Italy;IT;ITA;60359546;Europe;7,65247638
06/03/2020;6;3;2020;Week 10;769;41;Italy;IT;ITA;60359546;Europe;6,38672796
05/03/2020;5;3;2020;Week 10;587;27;Italy;IT;ITA;60359546;Europe;5,11269584
04/03/2020;4;3;2020;Week 10;466;28;Italy;IT;ITA;60359546;Europe;4,14019019
03/03/2020;3;3;2020;Week 10;347;17;Italy;IT;ITA;60359546;Europe;3,36814992
02/03/2020;2;3;2020;Week 10;561;6;Italy;IT;ITA;60359546;Europe;2,79326157
01/03/2020;1;3;2020;Week 10;240;8;Italy;IT;ITA;60359546;Europe;1,86383112
29/02/2020;29;2;2020;Week 9;238;4;Italy;IT;ITA;60359546;Europe;1,46621381
28/02/2020;28;2;2020;Week 9;250;5;Italy;IT;ITA;60359546;Europe;1,07190998
27/02/2020;27;2;2020;Week 9;78;1;Italy;IT;ITA;60359546;Europe;0,65772529
26/02/2020;26;2;2020;Week 9;93;5;Italy;IT;ITA;60359546;Europe;0,52849967
25/02/2020;25;2;2020;Week 9;97;4;Italy;IT;ITA;60359546;Europe;0,37442296
24/02/2020;24;2;2020;Week 9;53;0;Italy;IT;ITA;60359546;Europe;0,2137193
23/02/2020;23;2;2020;Week 9;62;2;Italy;IT;ITA;60359546;Europe;0,12591215
22/02/2020;22;2;2020;Week 8;14;0;Italy;IT;ITA;60359546;Europe;0,02319434
21/02/2020;21;2;2020;Week 8;0;0;Italy;IT;ITA;60359546;Europe;0
20/02/2020;20;2;2020;Week 8;0;0;Italy;IT;ITA;60359546;Europe;0
19/02/2020;19;2;2020;Week 8;0;0;Italy;IT;ITA;60359546;Europe;0
18/02/2020;18;2;2020;Week 8;0;0;Italy;IT;ITA;60359546;Europe;0
17/02/2020;17;2;2020;Week 8;0;0;Italy;IT;ITA;60359546;Europe;0
16/02/2020;16;2;2020;Week 8;0;0;Italy;IT;ITA;60359546;Europe;0
15/02/2020;15;2;2020;Week 7;0;0;Italy;IT;ITA;60359546;Europe;0
14/02/2020;14;2;2020;Week 7;0;0;Italy;IT;ITA;60359546;Europe;0
13/02/2020;13;2;2020;Week 7;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
12/02/2020;12;2;2020;Week 7;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
11/02/2020;11;2;2020;Week 7;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
10/02/2020;10;2;2020;Week 7;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
09/02/2020;9;2;2020;Week 7;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
08/02/2020;8;2;2020;Week 6;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
07/02/2020;7;2;2020;Week 6;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
06/02/2020;6;2;2020;Week 6;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
05/02/2020;5;2;2020;Week 6;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
04/02/2020;4;2;2020;Week 6;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
03/02/2020;3;2;2020;Week 6;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
02/02/2020;2;2;2020;Week 6;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
01/02/2020;1;2;2020;Week 5;0;0;Italy;IT;ITA;60359546;Europe;0,00497022
31/01/2020;31;1;2020;Week 5;3;0;Italy;IT;ITA;60359546;Europe;0,00497022
30/01/2020;30;1;2020;Week 5;0;0;Italy;IT;ITA;60359546;Europe;0
29/01/2020;29;1;2020;Week 5;0;0;Italy;IT;ITA;60359546;Europe;0
28/01/2020;28;1;2020;Week 5;0;0;Italy;IT;ITA;60359546;Europe;0
27/01/2020;27;1;2020;Week 5;0;0;Italy;IT;ITA;60359546;Europe;0
26/01/2020;26;1;2020;Week 5;0;0;Italy;IT;ITA;60359546;Europe;0
25/01/2020;25;1;2020;Week 4;0;0;Italy;IT;ITA;60359546;Europe;0
24/01/2020;24;1;2020;Week 4;0;0;Italy;IT;ITA;60359546;Europe;0
23/01/2020;23;1;2020;Week 4;0;0;Italy;IT;ITA;60359546;Europe;0
22/01/2020;22;1;2020;Week 4;0;0;Italy;IT;ITA;60359546;Europe;0
21/01/2020;21;1;2020;Week 4;0;0;Italy;IT;ITA;60359546;Europe;0
20/01/2020;20;1;2020;Week 4;0;0;Italy;IT;ITA;60359546;Europe;0
19/01/2020;19;1;2020;Week 4;0;0;Italy;IT;ITA;60359546;Europe;0
18/01/2020;18;1;2020;Week 3;0;0;Italy;IT;ITA;60359546;Europe;0
17/01/2020;17;1;2020;Week 3;0;0;Italy;IT;ITA;60359546;Europe;0
16/01/2020;16;1;2020;Week 3;0;0;Italy;IT;ITA;60359546;Europe;0
15/01/2020;15;1;2020;Week 3;0;0;Italy;IT;ITA;60359546;Europe;0
14/01/2020;14;1;2020;Week 3;0;0;Italy;IT;ITA;60359546;Europe;0
13/01/2020;13;1;2020;Week 3;0;0;Italy;IT;ITA;60359546;Europe;0
12/01/2020;12;1;2020;Week 3;0;0;Italy;IT;ITA;60359546;Europe;
11/01/2020;11;1;2020;Week 2;0;0;Italy;IT;ITA;60359546;Europe;
10/01/2020;10;1;2020;Week 2;0;0;Italy;IT;ITA;60359546;Europe;
09/01/2020;9;1;2020;Week 2;0;0;Italy;IT;ITA;60359546;Europe;
08/01/2020;8;1;2020;Week 2;0;0;Italy;IT;ITA;60359546;Europe;
07/01/2020;7;1;2020;Week 2;0;0;Italy;IT;ITA;60359546;Europe;
06/01/2020;6;1;2020;Week 2;0;0;Italy;IT;ITA;60359546;Europe;
05/01/2020;5;1;2020;Week 2;0;0;Italy;IT;ITA;60359546;Europe;
04/01/2020;4;1;2020;Week 1;0;0;Italy;IT;ITA;60359546;Europe;
03/01/2020;3;1;2020;Week 1;0;0;Italy;IT;ITA;60359546;Europe;
02/01/2020;2;1;2020;Week 1;0;0;Italy;IT;ITA;60359546;Europe;
01/01/2020;1;1;2020;Week 1;0;0;Italy;IT;ITA;60359546;Europe;
31/12/2019;31;12;2019;Week 53;0;0;Italy;IT;ITA;60359546;Europe;
21/10/2020;21;10;2020;Week 43;115;4;Latvia;LV;LVA;1919968;Europe;73,69914499
20/10/2020;20;10;2020;Week 43;44;0;Latvia;LV;LVA;1919968;Europe;71,25118752
19/10/2020;19;10;2020;Week 43;58;0;Latvia;LV;LVA;1919968;Europe;71,04285071
18/10/2020;18;10;2020;Week 43;188;0;Latvia;LV;LVA;1919968;Europe;71,51160853
17/10/2020;17;10;2020;Week 42;148;1;Latvia;LV;LVA;1919968;Europe;65,57400957
16/10/2020;16;10;2020;Week 42;114;0;Latvia;LV;LVA;1919968;Europe;61,87603127
15/10/2020;15;10;2020;Week 42;102;0;Latvia;LV;LVA;1919968;Europe;58,23013717
14/10/2020;14;10;2020;Week 42;75;1;Latvia;LV;LVA;1919968;Europe;57,86554776
13/10/2020;13;10;2020;Week 42;95;0;Latvia;LV;LVA;1919968;Europe;55,6259271
12/10/2020;12;10;2020;Week 42;74;0;Latvia;LV;LVA;1919968;Europe;51,77169619
11/10/2020;11;10;2020;Week 42;89;0;Latvia;LV;LVA;1919968;Europe;49,06331772
10/10/2020;10;10;2020;Week 41;137;0;Latvia;LV;LVA;1919968;Europe;45,93826564
09/10/2020;9;10;2020;Week 41;109;0;Latvia;LV;LVA;1919968;Europe;40,41734029
08/10/2020;8;10;2020;Week 41;67;1;Latvia;LV;LVA;1919968;Europe;35,88601477
07/10/2020;7;10;2020;Week 41;68;0;Latvia;LV;LVA;1919968;Europe;33,02138369
06/10/2020;6;10;2020;Week 41;40;1;Latvia;LV;LVA;1919968;Europe;31,25052084
05/10/2020;5;10;2020;Week 41;67;0;Latvia;LV;LVA;1919968;Europe;29,21923699
04/10/2020;4;10;2020;Week 41;74;0;Latvia;LV;LVA;1919968;Europe;26,25043751
03/10/2020;3;10;2020;Week 40;77;1;Latvia;LV;LVA;1919968;Europe;23,28163803
02/10/2020;2;10;2020;Week 40;44;0;Latvia;LV;LVA;1919968;Europe;19,47949132
01/10/2020;1;10;2020;Week 40;95;0;Latvia;LV;LVA;1919968;Europe;17,60446007
30/09/2020;30;9;2020;Week 40;32;1;Latvia;LV;LVA;1919968;Europe;12,86479775
29/09/2020;29;9;2020;Week 40;21;0;Latvia;LV;LVA;1919968;Europe;11,45852431
28/09/2020;28;9;2020;Week 40;22;0;Latvia;LV;LVA;1919968;Europe;10,52100868
27/09/2020;27;9;2020;Week 40;29;0;Latvia;LV;LVA;1919968;Europe;9,89599827
26/09/2020;26;9;2020;Week 39;31;0;Latvia;LV;LVA;1919968;Europe;8,64597743
25/09/2020;25;9;2020;Week 39;22;0;Latvia;LV;LVA;1919968;Europe;7,6042934
24/09/2020;24;9;2020;Week 39;12;0;Latvia;LV;LVA;1919968;Europe;6,71886198
23/09/2020;23;9;2020;Week 39;34;0;Latvia;LV;LVA;1919968;Europe;6,66677778
22/09/2020;22;9;2020;Week 39;1;0;Latvia;LV;LVA;1919968;Europe;5,05216754
21/09/2020;21;9;2020;Week 39;10;0;Latvia;LV;LVA;1919968;Europe;5,05216754
20/09/2020;20;9;2020;Week 39;17;0;Latvia;LV;LVA;1919968;Europe;4,68757813
19/09/2020;19;9;2020;Week 38;4;0;Latvia;LV;LVA;1919968;Europe;4,27090452
18/09/2020;18;9;2020;Week 38;8;1;Latvia;LV;LVA;1919968;Europe;4,37507292
17/09/2020;17;9;2020;Week 38;4;0;Latvia;LV;LVA;1919968;Europe;4,16673611
16/09/2020;16;9;2020;Week 38;5;0;Latvia;LV;LVA;1919968;Europe;4,06256771
15/09/2020;15;9;2020;Week 38;3;0;Latvia;LV;LVA;1919968;Europe;4,21882031
14/09/2020;14;9;2020;Week 38;10;0;Latvia;LV;LVA;1919968;Europe;4,21882031
13/09/2020;13;9;2020;Week 38;5;0;Latvia;LV;LVA;1919968;Europe;4,63549392
12/09/2020;12;9;2020;Week 37;11;0;Latvia;LV;LVA;1919968;Europe;4,37507292
11/09/2020;11;9;2020;Week 37;5;0;Latvia;LV;LVA;1919968;Europe;4,27090452
10/09/2020;10;9;2020;Week 37;11;0;Latvia;LV;LVA;1919968;Europe;4,32298872
09/09/2020;9;9;2020;Week 37;3;0;Latvia;LV;LVA;1919968;Europe;4,68757813
08/09/2020;8;9;2020;Week 37;1;0;Latvia;LV;LVA;1919968;Europe;4,79174653
07/09/2020;7;9;2020;Week 37;3;0;Latvia;LV;LVA;1919968;Europe;4,73966233
06/09/2020;6;9;2020;Week 37;9;0;Latvia;LV;LVA;1919968;Europe;4,79174653
05/09/2020;5;9;2020;Week 36;6;1;Latvia;LV;LVA;1919968;Europe;4,47924132
04/09/2020;4;9;2020;Week 36;4;0;Latvia;LV;LVA;1919968;Europe;4,32298872
03/09/2020;3;9;2020;Week 36;2;0;Latvia;LV;LVA;1919968;Europe;4,16673611
02/09/2020;2;9;2020;Week 36;8;0;Latvia;LV;LVA;1919968;Europe;4,21882031
01/09/2020;1;9;2020;Week 36;3;0;Latvia;LV;LVA;1919968;Europe;3,8021467
31/08/2020;31;8;2020;Week 36;18;0;Latvia;LV;LVA;1919968;Europe;3,6979783
30/08/2020;30;8;2020;Week 36;0;0;Latvia;LV;LVA;1919968;Europe;3,12505208
29/08/2020;29;8;2020;Week 35;9;0;Latvia;LV;LVA;1919968;Europe;3,48964149
28/08/2020;28;8;2020;Week 35;6;1;Latvia;LV;LVA;1919968;Europe;3,07296788
27/08/2020;27;8;2020;Week 35;18;0;Latvia;LV;LVA;1919968;Europe;2,96879948
26/08/2020;26;8;2020;Week 35;5;0;Latvia;LV;LVA;1919968;Europe;2,03128385
25/08/2020;25;8;2020;Week 35;0;0;Latvia;LV;LVA;1919968;Europe;2,29170486
24/08/2020;24;8;2020;Week 35;4;0;Latvia;LV;LVA;1919968;Europe;2,44795747
23/08/2020;23;8;2020;Week 35;3;0;Latvia;LV;LVA;1919968;Europe;2,34378906
22/08/2020;22;8;2020;Week 34;3;0;Latvia;LV;LVA;1919968;Europe;2,55212587
21/08/2020;21;8;2020;Week 34;1;0;Latvia;LV;LVA;1919968;Europe;2,70837847
20/08/2020;20;8;2020;Week 34;3;0;Latvia;LV;LVA;1919968;Europe;3,5938099
19/08/2020;19;8;2020;Week 34;0;1;Latvia;LV;LVA;1919968;Europe;3,8542309
18/08/2020;18;8;2020;Week 34;1;0;Latvia;LV;LVA;1919968;Europe;4,01048351
17/08/2020;17;8;2020;Week 34;7;0;Latvia;LV;LVA;1919968;Europe;4,11465191
16/08/2020;16;8;2020;Week 34;7;0;Latvia;LV;LVA;1919968;Europe;4,01048351
15/08/2020;15;8;2020;Week 33;1;0;Latvia;LV;LVA;1919968;Europe;4,01048351
14/08/2020;14;8;2020;Week 33;4;0;Latvia;LV;LVA;1919968;Europe;4,11465191
13/08/2020;13;8;2020;Week 33;0;0;Latvia;LV;LVA;1919968;Europe;4,11465191
12/08/2020;12;8;2020;Week 33;10;0;Latvia;LV;LVA;1919968;Europe;4,32298872
11/08/2020;11;8;2020;Week 33;3;0;Latvia;LV;LVA;1919968;Europe;3,8021467
10/08/2020;10;8;2020;Week 33;2;0;Latvia;LV;LVA;1919968;Europe;3,6979783
09/08/2020;9;8;2020;Week 33;7;0;Latvia;LV;LVA;1919968;Europe;4,27090452
08/08/2020;8;8;2020;Week 32;6;0;Latvia;LV;LVA;1919968;Europe;3,95839931
07/08/2020;7;8;2020;Week 32;18;0;Latvia;LV;LVA;1919968;Europe;3,7500625
06/08/2020;6;8;2020;Week 32;8;0;Latvia;LV;LVA;1919968;Europe;3,12505208
05/08/2020;5;8;2020;Week 32;3;0;Latvia;LV;LVA;1919968;Europe;2,91671528
04/08/2020;4;8;2020;Week 32;3;0;Latvia;LV;LVA;1919968;Europe;2,81254688
03/08/2020;3;8;2020;Week 32;5;0;Latvia;LV;LVA;1919968;Europe;2,65629427
02/08/2020;2;8;2020;Week 32;7;0;Latvia;LV;LVA;1919968;Europe;2,55212587
01/08/2020;1;8;2020;Week 31;3;1;Latvia;LV;LVA;1919968;Europe;2,39587326
31/07/2020;31;7;2020;Week 31;4;0;Latvia;LV;LVA;1919968;Europe;2,55212587
30/07/2020;30;7;2020;Week 31;4;0;Latvia;LV;LVA;1919968;Europe;2,39587326
29/07/2020;29;7;2020;Week 31;0;0;Latvia;LV;LVA;1919968;Europe;2,18753646
28/07/2020;28;7;2020;Week 31;1;0;Latvia;LV;LVA;1919968;Europe;2,39587326
27/07/2020;27;7;2020;Week 31;13;0;Latvia;LV;LVA;1919968;Europe;2,39587326
26/07/2020;26;7;2020;Week 31;1;0;Latvia;LV;LVA;1919968;Europe;1,71877865
25/07/2020;25;7;2020;Week 30;2;0;Latvia;LV;LVA;1919968;Europe;2,65629427
24/07/2020;24;7;2020;Week 30;6;0;Latvia;LV;LVA;1919968;Europe;2,55212587
23/07/2020;23;7;2020;Week 30;4;0;Latvia;LV;LVA;1919968;Europe;2,91671528
22/07/2020;22;7;2020;Week 30;1;0;Latvia;LV;LVA;1919968;Europe;3,07296788
21/07/2020;21;7;2020;Week 30;0;0;Latvia;LV;LVA;1919968;Europe;3,38547309
20/07/2020;20;7;2020;Week 30;3;0;Latvia;LV;LVA;1919968;Europe;3,5417257
19/07/2020;19;7;2020;Week 30;4;0;Latvia;LV;LVA;1919968;Europe;3,43755729
18/07/2020;18;7;2020;Week 29;6;0;Latvia;LV;LVA;1919968;Europe;3,28130469
17/07/2020;17;7;2020;Week 29;1;0;Latvia;LV;LVA;1919968;Europe;2,96879948
16/07/2020;16;7;2020;Week 29;0;0;Latvia;LV;LVA;1919968;Europe;2,96879948
15/07/2020;15;7;2020;Week 29;4;0;Latvia;LV;LVA;1919968;Europe;3,12505208
14/07/2020;14;7;2020;Week 29;1;1;Latvia;LV;LVA;1919968;Europe;2,96879948
13/07/2020;13;7;2020;Week 29;0;0;Latvia;LV;LVA;1919968;Europe;2,96879948
12/07/2020;12;7;2020;Week 29;19;0;Latvia;LV;LVA;1919968;Europe;3,02088368
11/07/2020;11;7;2020;Week 28;0;0;Latvia;LV;LVA;1919968;Europe;2,18753646
10/07/2020;10;7;2020;Week 28;13;0;Latvia;LV;LVA;1919968;Europe;2,23962066
09/07/2020;9;7;2020;Week 28;7;0;Latvia;LV;LVA;1919968;Europe;1,56252604
08/07/2020;8;7;2020;Week 28;7;0;Latvia;LV;LVA;1919968;Europe;1,19793663
07/07/2020;7;7;2020;Week 28;3;0;Latvia;LV;LVA;1919968;Europe;0,83334722
06/07/2020;6;7;2020;Week 28;1;0;Latvia;LV;LVA;1919968;Europe;0,67709462
05/07/2020;5;7;2020;Week 28;1;0;Latvia;LV;LVA;1919968;Europe;0,62501042
04/07/2020;4;7;2020;Week 27;0;0;Latvia;LV;LVA;1919968;Europe;0,62501042
03/07/2020;3;7;2020;Week 27;1;0;Latvia;LV;LVA;1919968;Europe;0,72917882
02/07/2020;2;7;2020;Week 27;3;0;Latvia;LV;LVA;1919968;Europe;0,88543142
01/07/2020;1;7;2020;Week 27;1;0;Latvia;LV;LVA;1919968;Europe;1,04168403
30/06/2020;30;6;2020;Week 27;1;0;Latvia;LV;LVA;1919968;Europe;1,04168403
29/06/2020;29;6;2020;Week 27;1;0;Latvia;LV;LVA;1919968;Europe;0,98959983
28/06/2020;28;6;2020;Week 27;3;0;Latvia;LV;LVA;1919968;Europe;0,93751563
27/06/2020;27;6;2020;Week 26;1;0;Latvia;LV;LVA;1919968;Europe;0,83334722
26/06/2020;26;6;2020;Week 26;0;0;Latvia;LV;LVA;1919968;Europe;0,88543142
25/06/2020;25;6;2020;Week 26;0;0;Latvia;LV;LVA;1919968;Europe;0,98959983
24/06/2020;24;6;2020;Week 26;0;0;Latvia;LV;LVA;1919968;Europe;1,14585243
23/06/2020;23;6;2020;Week 26;0;0;Latvia;LV;LVA;1919968;Europe;1,19793663
22/06/2020;22;6;2020;Week 26;0;0;Latvia;LV;LVA;1919968;Europe;1,19793663
21/06/2020;21;6;2020;Week 26;1;0;Latvia;LV;LVA;1919968;Europe;1,30210504
20/06/2020;20;6;2020;Week 25;2;0;Latvia;LV;LVA;1919968;Europe;1,45835764
19/06/2020;19;6;2020;Week 25;4;0;Latvia;LV;LVA;1919968;Europe;1,35418924
18/06/2020;18;6;2020;Week 25;6;2;Latvia;LV;LVA;1919968;Europe;1,30210504
17/06/2020;17;6;2020;Week 25;1;0;Latvia;LV;LVA;1919968;Europe;0,98959983
16/06/2020;16;6;2020;Week 25;0;0;Latvia;LV;LVA;1919968;Europe;1,35418924
15/06/2020;15;6;2020;Week 25;0;0;Latvia;LV;LVA;1919968;Europe;1,61461024
14/06/2020;14;6;2020;Week 25;1;1;Latvia;LV;LVA;1919968;Europe;1,66669444
13/06/2020;13;6;2020;Week 24;2;1;Latvia;LV;LVA;1919968;Europe;1,66669444
12/06/2020;12;6;2020;Week 24;2;0;Latvia;LV;LVA;1919968;Europe;1,71877865
11/06/2020;11;6;2020;Week 24;3;0;Latvia;LV;LVA;1919968;Europe;1,82294705
10/06/2020;10;6;2020;Week 24;1;0;Latvia;LV;LVA;1919968;Europe;1,87503125
09/06/2020;9;6;2020;Week 24;0;1;Latvia;LV;LVA;1919968;Europe;2,03128385
08/06/2020;8;6;2020;Week 24;2;0;Latvia;LV;LVA;1919968;Europe;2,13545226
07/06/2020;7;6;2020;Week 24;4;0;Latvia;LV;LVA;1919968;Europe;2,08336806
06/06/2020;6;6;2020;Week 23;0;0;Latvia;LV;LVA;1919968;Europe;2,70837847
05/06/2020;5;6;2020;Week 23;3;1;Latvia;LV;LVA;1919968;Europe;2,96879948
04/06/2020;4;6;2020;Week 23;0;0;Latvia;LV;LVA;1919968;Europe;3,28130469
03/06/2020;3;6;2020;Week 23;8;0;Latvia;LV;LVA;1919968;Europe;3,48964149
02/06/2020;2;6;2020;Week 23;5;0;Latvia;LV;LVA;1919968;Europe;3,22922049
01/06/2020;1;6;2020;Week 23;1;0;Latvia;LV;LVA;1919968;Europe;3,02088368
31/05/2020;31;5;2020;Week 23;1;0;Latvia;LV;LVA;1919968;Europe;3,5417257
30/05/2020;30;5;2020;Week 22;3;0;Latvia;LV;LVA;1919968;Europe;4,89591493
29/05/2020;29;5;2020;Week 22;4;1;Latvia;LV;LVA;1919968;Europe;5,15633594
28/05/2020;28;5;2020;Week 22;4;1;Latvia;LV;LVA;1919968;Europe;5,52092535
27/05/2020;27;5;2020;Week 22;4;0;Latvia;LV;LVA;1919968;Europe;5,36467274
26/05/2020;26;5;2020;Week 22;2;0;Latvia;LV;LVA;1919968;Europe;5,36467274
25/05/2020;25;5;2020;Week 22;1;0;Latvia;LV;LVA;1919968;Europe;5,62509375
24/05/2020;24;5;2020;Week 22;16;0;Latvia;LV;LVA;1919968;Europe;6,04176736
23/05/2020;23;5;2020;Week 21;5;0;Latvia;LV;LVA;1919968;Europe;5,31258854
22/05/2020;22;5;2020;Week 21;9;1;Latvia;LV;LVA;1919968;Europe;6,04176736
21/05/2020;21;5;2020;Week 21;4;0;Latvia;LV;LVA;1919968;Europe;6,04176736
20/05/2020;20;5;2020;Week 21;3;2;Latvia;LV;LVA;1919968;Europe;6,04176736
19/05/2020;19;5;2020;Week 21;1;0;Latvia;LV;LVA;1919968;Europe;5,88551476
18/05/2020;18;5;2020;Week 21;11;0;Latvia;LV;LVA;1919968;Europe;6,71886198
17/05/2020;17;5;2020;Week 21;27;0;Latvia;LV;LVA;1919968;Europe;6,56260938
16/05/2020;16;5;2020;Week 20;8;0;Latvia;LV;LVA;1919968;Europe;5,20842014
15/05/2020;15;5;2020;Week 20;11;0;Latvia;LV;LVA;1919968;Europe;5,41675695
14/05/2020;14;5;2020;Week 20;1;1;Latvia;LV;LVA;1919968;Europe;5,31258854
13/05/2020;13;5;2020;Week 20;4;0;Latvia;LV;LVA;1919968;Europe;5,93759896
12/05/2020;12;5;2020;Week 20;7;0;Latvia;LV;LVA;1919968;Europe;6,66677778
11/05/2020;11;5;2020;Week 20;9;0;Latvia;LV;LVA;1919968;Europe;6,61469358
10/05/2020;10;5;2020;Week 20;2;0;Latvia;LV;LVA;1919968;Europe;6,56260938
09/05/2020;9;5;2020;Week 19;19;0;Latvia;LV;LVA;1919968;Europe;7,500125
08/05/2020;8;5;2020;Week 19;9;1;Latvia;LV;LVA;1919968;Europe;6,82303038
07/05/2020;7;5;2020;Week 19;4;0;Latvia;LV;LVA;1919968;Europe;7,239704
06/05/2020;6;5;2020;Week 19;0;1;Latvia;LV;LVA;1919968;Europe;7,70846181
05/05/2020;5;5;2020;Week 19;17;0;Latvia;LV;LVA;1919968;Europe;8,17721962
04/05/2020;4;5;2020;Week 19;8;0;Latvia;LV;LVA;1919968;Europe;7,91679861
03/05/2020;3;5;2020;Week 19;1;0;Latvia;LV;LVA;1919968;Europe;8,28138802
02/05/2020;2;5;2020;Week 18;12;1;Latvia;LV;LVA;1919968;Europe;9,79182986
01/05/2020;1;5;2020;Week 18;9;0;Latvia;LV;LVA;1919968;Europe;9,53140886
30/04/2020;30;4;2020;Week 18;13;2;Latvia;LV;LVA;1919968;Europe;9,53140886
29/04/2020;29;4;2020;Week 18;18;0;Latvia;LV;LVA;1919968;Europe;9,32307205
28/04/2020;28;4;2020;Week 18;6;1;Latvia;LV;LVA;1919968;Europe;8,48972483
27/04/2020;27;4;2020;Week 18;8;0;Latvia;LV;LVA;1919968;Europe;8,38555643
26/04/2020;26;4;2020;Week 18;20;0;Latvia;LV;LVA;1919968;Europe;9,06265104
25/04/2020;25;4;2020;Week 17;6;1;Latvia;LV;LVA;1919968;Europe;8,95848264
24/04/2020;24;4;2020;Week 17;17;0;Latvia;LV;LVA;1919968;Europe;9,84391407
23/04/2020;23;4;2020;Week 17;13;2;Latvia;LV;LVA;1919968;Europe;9,58349306
22/04/2020;22;4;2020;Week 17;9;4;Latvia;LV;LVA;1919968;Europe;10,41684028
21/04/2020;21;4;2020;Week 17;12;0;Latvia;LV;LVA;1919968;Europe;10,26058768
20/04/2020;20;4;2020;Week 17;15;0;Latvia;LV;LVA;1919968;Europe;10,10433507
19/04/2020;19;4;2020;Week 17;30;0;Latvia;LV;LVA;1919968;Europe;10,57309288
18/04/2020;18;4;2020;Week 16;7;0;Latvia;LV;LVA;1919968;Europe;9,84391407
17/04/2020;17;4;2020;Week 16;9;0;Latvia;LV;LVA;1919968;Europe;11,3022717
16/04/2020;16;4;2020;Week 16;9;0;Latvia;LV;LVA;1919968;Europe;11,45852431
15/04/2020;15;4;2020;Week 16;2;0;Latvia;LV;LVA;1919968;Europe;13,48980816
14/04/2020;14;4;2020;Week 16;4;0;Latvia;LV;LVA;1919968;Europe;14,53149219
13/04/2020;13;4;2020;Week 16;21;2;Latvia;LV;LVA;1919968;Europe;14,32315539
12/04/2020;12;4;2020;Week 16;18;1;Latvia;LV;LVA;1919968;Europe;16,92736546
11/04/2020;11;4;2020;Week 15;23;0;Latvia;LV;LVA;1919968;Europe;17,29195487
10/04/2020;10;4;2020;Week 15;12;0;Latvia;LV;LVA;1919968;Europe;17,96904948
09/04/2020;9;4;2020;Week 15;29;0;Latvia;LV;LVA;1919968;Europe;18,5419757
08/04/2020;8;4;2020;Week 15;6;1;Latvia;LV;LVA;1919968;Europe;18,28155469
07/04/2020;7;4;2020;Week 15;9;0;Latvia;LV;LVA;1919968;Europe;18,85448091
06/04/2020;6;4;2020;Week 15;24;0;Latvia;LV;LVA;1919968;Europe;20,52117535
05/04/2020;5;4;2020;Week 15;16;0;Latvia;LV;LVA;1919968;Europe;20,05241754
04/04/2020;4;4;2020;Week 14;35;1;Latvia;LV;LVA;1919968;Europe;19,89616494
03/04/2020;3;4;2020;Week 14;12;0;Latvia;LV;LVA;1919968;Europe;19,37532292
02/04/2020;2;4;2020;Week 14;48;0;Latvia;LV;LVA;1919968;Europe;19,53157553
01/04/2020;1;4;2020;Week 14;22;0;Latvia;LV;LVA;1919968;Europe;17,55237587
