dateRep;day;month;year;week;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
21/10/2020;21;10;2020;Week 43;1803;8;Austria;AT;AUT;8858775;Europe;202,951311
20/10/2020;20;10;2020;Week 43;1054;9;Austria;AT;AUT;8858775;Europe;188,795855
19/10/2020;19;10;2020;Week 43;1062;3;Austria;AT;AUT;8858775;Europe;191,2115388
18/10/2020;18;10;2020;Week 43;2040;6;Austria;AT;AUT;8858775;Europe;185,9850826
17/10/2020;17;10;2020;Week 42;1691;7;Austria;AT;AUT;8858775;Europe;172,3263092
16/10/2020;16;10;2020;Week 42;1396;6;Austria;AT;AUT;8858775;Europe;163,0812387
15/10/2020;15;10;2020;Week 42;1606;9;Austria;AT;AUT;8858775;Europe;153,6894209
14/10/2020;14;10;2020;Week 42;1171;10;Austria;AT;AUT;8858775;Europe;148,4968294
13/10/2020;13;10;2020;Week 42;608;5;Austria;AT;AUT;8858775;Europe;143,4284086
12/10/2020;12;10;2020;Week 42;1298;6;Austria;AT;AUT;8858775;Europe;141,2949307
11/10/2020;11;10;2020;Week 42;901;1;Austria;AT;AUT;8858775;Europe;132,5804076
10/10/2020;10;10;2020;Week 41;1181;4;Austria;AT;AUT;8858775;Europe;129,4422762
09/10/2020;9;10;2020;Week 41;1221;9;Austria;AT;AUT;8858775;Europe;128,2005695
08/10/2020;8;10;2020;Week 41;947;4;Austria;AT;AUT;8858775;Europe;122,1839363
07/10/2020;7;10;2020;Week 41;549;22;Austria;AT;AUT;8858775;Europe;118,9554989
06/10/2020;6;10;2020;Week 41;1268;5;Austria;AT;AUT;8858775;Europe;121,1905709
05/10/2020;5;10;2020;Week 41;599;4;Austria;AT;AUT;8858775;Europe;113,5710073
04/10/2020;4;10;2020;Week 41;830;6;Austria;AT;AUT;8858775;Europe;113,6838897
03/10/2020;3;10;2020;Week 40;872;1;Austria;AT;AUT;8858775;Europe;112,859848
02/10/2020;2;10;2020;Week 40;564;3;Austria;AT;AUT;8858775;Europe;112,2841476
01/10/2020;1;10;2020;Week 40;1146;3;Austria;AT;AUT;8858775;Europe;116,3253384
30/09/2020;30;9;2020;Week 40;722;6;Austria;AT;AUT;8858775;Europe;111,3359353
29/09/2020;29;9;2020;Week 40;419;3;Austria;AT;AUT;8858775;Europe;112,8937127
28/09/2020;28;9;2020;Week 40;526;0;Austria;AT;AUT;8858775;Europe;114,3611843
27/09/2020;27;9;2020;Week 40;623;1;Austria;AT;AUT;8858775;Europe;112,7582538
26/09/2020;26;9;2020;Week 39;1071;3;Austria;AT;AUT;8858775;Europe;111,3133588
25/09/2020;25;9;2020;Week 39;688;6;Austria;AT;AUT;8858775;Europe;110,5683348
24/09/2020;24;9;2020;Week 39;661;6;Austria;AT;AUT;8858775;Europe;108,4122805
23/09/2020;23;9;2020;Week 39;747;4;Austria;AT;AUT;8858775;Europe;109,462087
22/09/2020;22;9;2020;Week 39;593;1;Austria;AT;AUT;8858775;Europe;106,6174499
21/09/2020;21;9;2020;Week 39;609;1;Austria;AT;AUT;8858775;Europe;105,6918141
20/09/2020;20;9;2020;Week 39;757;2;Austria;AT;AUT;8858775;Europe;101,3006877
19/09/2020;19;9;2020;Week 38;821;5;Austria;AT;AUT;8858775;Europe;95,10344263
18/09/2020;18;9;2020;Week 38;922;0;Austria;AT;AUT;8858775;Europe;88,89490928
17/09/2020;17;9;2020;Week 38;704;1;Austria;AT;AUT;8858775;Europe;82,00908139
16/09/2020;16;9;2020;Week 38;860;0;Austria;AT;AUT;8858775;Europe;79,05156187
15/09/2020;15;9;2020;Week 38;549;1;Austria;AT;AUT;8858775;Europe;73,14781107
14/09/2020;14;9;2020;Week 38;384;2;Austria;AT;AUT;8858775;Europe;69,05017906
13/09/2020;13;9;2020;Week 38;495;4;Austria;AT;AUT;8858775;Europe;67,88749009
12/09/2020;12;9;2020;Week 37;1005;2;Austria;AT;AUT;8858775;Europe;64,26396426
11/09/2020;11;9;2020;Week 37;497;1;Austria;AT;AUT;8858775;Europe;57,23138922
10/09/2020;10;9;2020;Week 37;754;0;Austria;AT;AUT;8858775;Europe;54,18356375
09/09/2020;9;9;2020;Week 37;495;1;Austria;AT;AUT;8858775;Europe;49,23931356
08/09/2020;8;9;2020;Week 37;511;10;Austria;AT;AUT;8858775;Europe;46,9365121
07/09/2020;7;9;2020;Week 37;220;1;Austria;AT;AUT;8858775;Europe;44,64499889
06/09/2020;6;9;2020;Week 37;208;0;Austria;AT;AUT;8858775;Europe;43,74193949
05/09/2020;5;9;2020;Week 36;271;0;Austria;AT;AUT;8858775;Europe;43,83224543
04/09/2020;4;9;2020;Week 36;312;1;Austria;AT;AUT;8858775;Europe;43,8773984
03/09/2020;3;9;2020;Week 36;442;0;Austria;AT;AUT;8858775;Europe;43,83224543
02/09/2020;2;9;2020;Week 36;337;1;Austria;AT;AUT;8858775;Europe;43,64034531
01/09/2020;1;9;2020;Week 36;186;0;Austria;AT;AUT;8858775;Europe;41,61974991
31/08/2020;31;8;2020;Week 36;281;0;Austria;AT;AUT;8858775;Europe;43,40329222
30/08/2020;30;8;2020;Week 36;174;0;Austria;AT;AUT;8858775;Europe;42,05999136
29/08/2020;29;8;2020;Week 35;382;0;Austria;AT;AUT;8858775;Europe;43,03078022
28/08/2020;28;8;2020;Week 35;227;0;Austria;AT;AUT;8858775;Europe;41,21337318
27/08/2020;27;8;2020;Week 35;316;0;Austria;AT;AUT;8858775;Europe;41,23594967
26/08/2020;26;8;2020;Week 35;291;0;Austria;AT;AUT;8858775;Europe;40,38933148
25/08/2020;25;8;2020;Week 35;308;1;Austria;AT;AUT;8858775;Europe;38,66223039
24/08/2020;24;8;2020;Week 35;140;0;Austria;AT;AUT;8858775;Europe;36,43844662
23/08/2020;23;8;2020;Week 35;216;2;Austria;AT;AUT;8858775;Europe;35,71599911
22/08/2020;22;8;2020;Week 34;275;1;Austria;AT;AUT;8858775;Europe;34,58717486
21/08/2020;21;8;2020;Week 34;308;0;Austria;AT;AUT;8858775;Europe;32,95037971
20/08/2020;20;8;2020;Week 34;425;0;Austria;AT;AUT;8858775;Europe;30,76046067
19/08/2020;19;8;2020;Week 34;158;0;Austria;AT;AUT;8858775;Europe;27,1256466
18/08/2020;18;8;2020;Week 34;344;1;Austria;AT;AUT;8858775;Europe;26,82086406
17/08/2020;17;8;2020;Week 34;162;0;Austria;AT;AUT;8858775;Europe;23,29893241
16/08/2020;16;8;2020;Week 34;260;3;Austria;AT;AUT;8858775;Europe;22,42973775
15/08/2020;15;8;2020;Week 33;221;0;Austria;AT;AUT;8858775;Europe;20,91711326
14/08/2020;14;8;2020;Week 33;229;1;Austria;AT;AUT;8858775;Europe;19,42706525
13/08/2020;13;8;2020;Week 33;241;1;Austria;AT;AUT;8858775;Europe;18,68204125
12/08/2020;12;8;2020;Week 33;138;0;Austria;AT;AUT;8858775;Europe;17,81284658
11/08/2020;11;8;2020;Week 33;111;2;Austria;AT;AUT;8858775;Europe;17,74511713
10/08/2020;10;8;2020;Week 33;76;0;Austria;AT;AUT;8858775;Europe;17,21456973
09/08/2020;9;8;2020;Week 33;116;1;Austria;AT;AUT;8858775;Europe;17,90315252
08/08/2020;8;8;2020;Week 32;130;1;Austria;AT;AUT;8858775;Europe;17,94830549
07/08/2020;7;8;2020;Week 32;114;0;Austria;AT;AUT;8858775;Europe;17,68867592
06/08/2020;6;8;2020;Week 32;103;0;Austria;AT;AUT;8858775;Europe;18,25308804
05/08/2020;5;8;2020;Week 32;131;1;Austria;AT;AUT;8858775;Europe;18,67075301
04/08/2020;4;8;2020;Week 32;32;0;Austria;AT;AUT;8858775;Europe;18,76105895
03/08/2020;3;8;2020;Week 32;85;0;Austria;AT;AUT;8858775;Europe;19,61896538
02/08/2020;2;8;2020;Week 32;126;0;Austria;AT;AUT;8858775;Europe;19,37062404
01/08/2020;1;8;2020;Week 31;89;0;Austria;AT;AUT;8858775;Europe;19,09970622
31/07/2020;31;7;2020;Week 31;163;2;Austria;AT;AUT;8858775;Europe;19,6528301
30/07/2020;30;7;2020;Week 31;164;3;Austria;AT;AUT;8858775;Europe;19,53994768
29/07/2020;29;7;2020;Week 31;132;0;Austria;AT;AUT;8858775;Europe;18,30952925
28/07/2020;28;7;2020;Week 31;64;1;Austria;AT;AUT;8858775;Europe;19,08841798
27/07/2020;27;7;2020;Week 31;137;0;Austria;AT;AUT;8858775;Europe;18,50142937
26/07/2020;26;7;2020;Week 31;120;1;Austria;AT;AUT;8858775;Europe;17,54192877
25/07/2020;25;7;2020;Week 30;107;0;Austria;AT;AUT;8858775;Europe;17,40646986
24/07/2020;24;7;2020;Week 30;164;0;Austria;AT;AUT;8858775;Europe;17,03395786
23/07/2020;23;7;2020;Week 30;140;1;Austria;AT;AUT;8858775;Europe;16,27764561
22/07/2020;22;7;2020;Week 30;139;0;Austria;AT;AUT;8858775;Europe;15,83740416
21/07/2020;21;7;2020;Week 30;108;0;Austria;AT;AUT;8858775;Europe;15,27299203
20/07/2020;20;7;2020;Week 30;63;0;Austria;AT;AUT;8858775;Europe;14,69729167
19/07/2020;19;7;2020;Week 30;102;0;Austria;AT;AUT;8858775;Europe;14,81017409
18/07/2020;18;7;2020;Week 29;138;0;Austria;AT;AUT;8858775;Europe;15,04722718
17/07/2020;17;7;2020;Week 29;153;0;Austria;AT;AUT;8858775;Europe;14,85532706
16/07/2020;16;7;2020;Week 29;55;1;Austria;AT;AUT;8858775;Europe;14,68600343
15/07/2020;15;7;2020;Week 29;201;1;Austria;AT;AUT;8858775;Europe;14,48281506
14/07/2020;14;7;2020;Week 29;12;0;Austria;AT;AUT;8858775;Europe;13,46687324
13/07/2020;13;7;2020;Week 29;52;2;Austria;AT;AUT;8858775;Europe;13,79423227
12/07/2020;12;7;2020;Week 29;108;0;Austria;AT;AUT;8858775;Europe;13,91840294
11/07/2020;11;7;2020;Week 28;74;0;Austria;AT;AUT;8858775;Europe;13,42172027
10/07/2020;10;7;2020;Week 28;97;0;Austria;AT;AUT;8858775;Europe;13,34270257
09/07/2020;9;7;2020;Week 28;101;0;Austria;AT;AUT;8858775;Europe;12,77829045
08/07/2020;8;7;2020;Week 28;89;0;Austria;AT;AUT;8858775;Europe;12,01068997
07/07/2020;7;7;2020;Week 28;57;0;Austria;AT;AUT;8858775;Europe;11,3559719
06/07/2020;6;7;2020;Week 28;73;1;Austria;AT;AUT;8858775;Europe;11,10763057
05/07/2020;5;7;2020;Week 28;123;0;Austria;AT;AUT;8858775;Europe;10,71254208
04/07/2020;4;7;2020;Week 27;121;0;Austria;AT;AUT;8858775;Europe;10,02395929
03/07/2020;3;7;2020;Week 27;138;0;Austria;AT;AUT;8858775;Europe;8,99672923
02/07/2020;2;7;2020;Week 27;37;0;Austria;AT;AUT;8858775;Europe;7,89048147
01/07/2020;1;7;2020;Week 27;111;2;Austria;AT;AUT;8858775;Europe;7,66471662
30/06/2020;30;6;2020;Week 27;41;1;Austria;AT;AUT;8858775;Europe;6,78423371
29/06/2020;29;6;2020;Week 27;63;2;Austria;AT;AUT;8858775;Europe;6,62619832
28/06/2020;28;6;2020;Week 27;64;2;Austria;AT;AUT;8858775;Europe;6,18595686
27/06/2020;27;6;2020;Week 26;67;0;Austria;AT;AUT;8858775;Europe;5,68927419
26/06/2020;26;6;2020;Week 26;47;5;Austria;AT;AUT;8858775;Europe;5,27160922
25/06/2020;25;6;2020;Week 26;33;0;Austria;AT;AUT;8858775;Europe;5,05713262
24/06/2020;24;6;2020;Week 26;31;3;Austria;AT;AUT;8858775;Europe;5,06842086
23/06/2020;23;6;2020;Week 26;35;0;Austria;AT;AUT;8858775;Europe;4,8652325
22/06/2020;22;6;2020;Week 26;38;2;Austria;AT;AUT;8858775;Europe;4,7071971
21/06/2020;21;6;2020;Week 26;62;0;Austria;AT;AUT;8858775;Europe;4,79750304
20/06/2020;20;6;2020;Week 25;30;0;Austria;AT;AUT;8858775;Europe;4,31210862
19/06/2020;19;6;2020;Week 25;40;1;Austria;AT;AUT;8858775;Europe;4,67333237
18/06/2020;18;6;2020;Week 25;17;6;Austria;AT;AUT;8858775;Europe;4,6281794
17/06/2020;17;6;2020;Week 25;33;3;Austria;AT;AUT;8858775;Europe;4,7862148
16/06/2020;16;6;2020;Week 25;27;1;Austria;AT;AUT;8858775;Europe;4,53787346
15/06/2020;15;6;2020;Week 25;24;0;Austria;AT;AUT;8858775;Europe;4,47014401
14/06/2020;14;6;2020;Week 25;20;2;Austria;AT;AUT;8858775;Europe;4,24437916
13/06/2020;13;6;2020;Week 24;30;1;Austria;AT;AUT;8858775;Europe;4,51529698
12/06/2020;12;6;2020;Week 24;28;1;Austria;AT;AUT;8858775;Europe;4,75235007
11/06/2020;11;6;2020;Week 24;34;1;Austria;AT;AUT;8858775;Europe;4,75235007
10/06/2020;10;6;2020;Week 24;13;0;Austria;AT;AUT;8858775;Europe;4,57173819
09/06/2020;9;6;2020;Week 24;21;0;Austria;AT;AUT;8858775;Europe;4,85394425
08/06/2020;8;6;2020;Week 24;46;0;Austria;AT;AUT;8858775;Europe;4,84265601
07/06/2020;7;6;2020;Week 24;19;0;Austria;AT;AUT;8858775;Europe;4,68462062
06/06/2020;6;6;2020;Week 23;62;2;Austria;AT;AUT;8858775;Europe;4,98940316
05/06/2020;5;6;2020;Week 23;36;0;Austria;AT;AUT;8858775;Europe;4,61689116
04/06/2020;4;6;2020;Week 23;31;1;Austria;AT;AUT;8858775;Europe;4,85394425
03/06/2020;3;6;2020;Week 23;11;1;Austria;AT;AUT;8858775;Europe;4,7071971
02/06/2020;2;6;2020;Week 23;21;0;Austria;AT;AUT;8858775;Europe;5,46350935
01/06/2020;1;6;2020;Week 23;4;0;Austria;AT;AUT;8858775;Europe;5,50866232
31/05/2020;31;5;2020;Week 23;44;0;Austria;AT;AUT;8858775;Europe;5,62154474
30/05/2020;30;5;2020;Week 22;51;0;Austria;AT;AUT;8858775;Europe;5,93761553
29/05/2020;29;5;2020;Week 22;28;23;Austria;AT;AUT;8858775;Europe;6,07307444
28/05/2020;28;5;2020;Week 22;18;2;Austria;AT;AUT;8858775;Europe;6,21982159
27/05/2020;27;5;2020;Week 22;38;2;Austria;AT;AUT;8858775;Europe;6,62619832
26/05/2020;26;5;2020;Week 22;20;1;Austria;AT;AUT;8858775;Europe;6,60362183
25/05/2020;25;5;2020;Week 22;32;1;Austria;AT;AUT;8858775;Europe;7,35993408
24/05/2020;24;5;2020;Week 22;46;4;Austria;AT;AUT;8858775;Europe;7,11159274
23/05/2020;23;5;2020;Week 21;29;2;Austria;AT;AUT;8858775;Europe;7,06643977
22/05/2020;22;5;2020;Week 21;57;0;Austria;AT;AUT;8858775;Europe;7,43895177
21/05/2020;21;5;2020;Week 21;18;1;Austria;AT;AUT;8858775;Europe;7,04386329
20/05/2020;20;5;2020;Week 21;78;3;Austria;AT;AUT;8858775;Europe;7,57441068
19/05/2020;19;5;2020;Week 21;25;0;Austria;AT;AUT;8858775;Europe;6,88582789
18/05/2020;18;5;2020;Week 21;14;1;Austria;AT;AUT;8858775;Europe;6,95355735
17/05/2020;17;5;2020;Week 21;72;0;Austria;AT;AUT;8858775;Europe;7,56312244
16/05/2020;16;5;2020;Week 20;63;2;Austria;AT;AUT;8858775;Europe;6,88582789
15/05/2020;15;5;2020;Week 20;41;2;Austria;AT;AUT;8858775;Europe;6,55846886
14/05/2020;14;5;2020;Week 20;54;1;Austria;AT;AUT;8858775;Europe;6,77294547
13/05/2020;13;5;2020;Week 20;36;3;Austria;AT;AUT;8858775;Europe;6,7277925
12/05/2020;12;5;2020;Week 20;87;2;Austria;AT;AUT;8858775;Europe;6,97613383
11/05/2020;11;5;2020;Week 20;10;3;Austria;AT;AUT;8858775;Europe;6,75036898
10/05/2020;10;5;2020;Week 20;42;1;Austria;AT;AUT;8858775;Europe;7,25833989
09/05/2020;9;5;2020;Week 19;62;5;Austria;AT;AUT;8858775;Europe;7,52925771
08/05/2020;8;5;2020;Week 19;22;1;Austria;AT;AUT;8858775;Europe;7,7663108
07/05/2020;7;5;2020;Week 19;65;2;Austria;AT;AUT;8858775;Europe;8,20655226
06/05/2020;6;5;2020;Week 19;17;6;Austria;AT;AUT;8858775;Europe;8,50004656
05/05/2020;5;5;2020;Week 19;31;2;Austria;AT;AUT;8858775;Europe;8,87255856
04/05/2020;4;5;2020;Week 19;68;2;Austria;AT;AUT;8858775;Europe;9,34666475
03/05/2020;3;5;2020;Week 19;12;7;Austria;AT;AUT;8858775;Europe;9,1208999
02/05/2020;2;5;2020;Week 18;34;5;Austria;AT;AUT;8858775;Europe;9,65144729
01/05/2020;1;5;2020;Week 18;60;4;Austria;AT;AUT;8858775;Europe;11,01732463
30/04/2020;30;4;2020;Week 18;50;11;Austria;AT;AUT;8858775;Europe;11,22051299
29/04/2020;29;4;2020;Week 18;58;20;Austria;AT;AUT;8858775;Europe;12,19130184
28/04/2020;28;4;2020;Week 18;67;7;Austria;AT;AUT;8858775;Europe;13,69263809
27/04/2020;27;4;2020;Week 18;55;6;Austria;AT;AUT;8858775;Europe;14,13287955
26/04/2020;26;4;2020;Week 18;66;23;Austria;AT;AUT;8858775;Europe;14,97949773
25/04/2020;25;4;2020;Week 17;83;5;Austria;AT;AUT;8858775;Europe;17,02266961
24/04/2020;24;4;2020;Week 17;61;14;Austria;AT;AUT;8858775;Europe;19,60767713
23/04/2020;23;4;2020;Week 17;91;31;Austria;AT;AUT;8858775;Europe;22,06851399
22/04/2020;22;4;2020;Week 17;50;1;Austria;AT;AUT;8858775;Europe;24,75511569
21/04/2020;21;4;2020;Week 17;73;10;Austria;AT;AUT;8858775;Europe;28,06257073
20/04/2020;20;4;2020;Week 17;48;9;Austria;AT;AUT;8858775;Europe;30,78303716
19/04/2020;19;4;2020;Week 17;59;12;Austria;AT;AUT;8858775;Europe;32,69075013
18/04/2020;18;4;2020;Week 16;155;21;Austria;AT;AUT;8858775;Europe;34,74521026
17/04/2020;17;4;2020;Week 16;78;17;Austria;AT;AUT;8858775;Europe;37,46567669
16/04/2020;16;4;2020;Week 16;136;9;Austria;AT;AUT;8858775;Europe;41,30367912
15/04/2020;15;4;2020;Week 16;191;16;Austria;AT;AUT;8858775;Europe;45,7399584
14/04/2020;14;4;2020;Week 16;106;18;Austria;AT;AUT;8858775;Europe;49,95047284
13/04/2020;13;4;2020;Week 16;130;13;Austria;AT;AUT;8858775;Europe;57,84095431
12/04/2020;12;4;2020;Week 16;247;18;Austria;AT;AUT;8858775;Europe;62,26594535
11/04/2020;11;4;2020;Week 15;312;24;Austria;AT;AUT;8858775;Europe;66,18296548
10/04/2020;10;4;2020;Week 15;279;22;Austria;AT;AUT;8858775;Europe;70,20157979
09/04/2020;9;4;2020;Week 15;329;30;Austria;AT;AUT;8858775;Europe;79,93204478
08/04/2020;8;4;2020;Week 15;343;23;Austria;AT;AUT;8858775;Europe;83,05888794
07/04/2020;7;4;2020;Week 15;314;16;Austria;AT;AUT;8858775;Europe;88,17246177
06/04/2020;6;4;2020;Week 15;217;18;Austria;AT;AUT;8858775;Europe;94,27940093
05/04/2020;5;4;2020;Week 15;241;18;Austria;AT;AUT;8858775;Europe;98,68181549
04/04/2020;4;4;2020;Week 14;396;10;Austria;AT;AUT;8858775;Europe;100,19444
03/04/2020;3;4;2020;Week 14;418;12;Austria;AT;AUT;8858775;Europe;100,8378698
02/04/2020;2;4;2020;Week 14;529;18;Austria;AT;AUT;8858775;Europe;102,3279178
01/04/2020;1;4;2020;Week 14;564;20;Austria;AT;AUT;8858775;Europe;99,90094567
31/03/2020;31;3;2020;Week 14;805;22;Austria;AT;AUT;8858775;Europe;97,10146155
30/03/2020;30;3;2020;Week 14;522;18;Austria;AT;AUT;8858775;Europe;89,7753922
29/03/2020;29;3;2020;Week 14;594;0;Austria;AT;AUT;8858775;Europe;86,19701934
28/03/2020;28;3;2020;Week 13;668;16;Austria;AT;AUT;8858775;Europe;81,19632793
27/03/2020;27;3;2020;Week 13;1141;18;Austria;AT;AUT;8858775;Europe;75,27000065
26/03/2020;26;3;2020;Week 13;606;4;Austria;AT;AUT;8858775;Europe;63,6882639
25/03/2020;25;3;2020;Week 13;796;5;Austria;AT;AUT;8858775;Europe;57,57003649
24/03/2020;24;3;2020;Week 13;855;9;Austria;AT;AUT;8858775;Europe;49,16029586
23/03/2020;23;3;2020;Week 13;607;8;Austria;AT;AUT;8858775;Europe;39,8362076
22/03/2020;22;3;2020;Week 13;375;2;Austria;AT;AUT;8858775;Europe;33,01810916
21/03/2020;21;3;2020;Week 12;453;0;Austria;AT;AUT;8858775;Europe;29,06722431
20/03/2020;20;3;2020;Week 12;550;2;Austria;AT;AUT;8858775;Europe;24,32616248
19/03/2020;19;3;2020;Week 12;314;1;Austria;AT;AUT;8858775;Europe;18,25308804
18/03/2020;18;3;2020;Week 12;316;0;Austria;AT;AUT;8858775;Europe;14,76502112
17/03/2020;17;3;2020;Week 12;156;2;Austria;AT;AUT;8858775;Europe;11,26566596
16/03/2020;16;3;2020;Week 12;205;0;Austria;AT;AUT;8858775;Europe;9,54985311
15/03/2020;15;3;2020;Week 12;151;0;Austria;AT;AUT;8858775;Europe;7,28091638
14/03/2020;14;3;2020;Week 11;143;0;Austria;AT;AUT;8858775;Europe;5,6102565
13/03/2020;13;3;2020;Week 11;115;1;Austria;AT;AUT;8858775;Europe;4,01861431
12/03/2020;12;3;2020;Week 11;64;0;Austria;AT;AUT;8858775;Europe;2,75433116
11/03/2020;11;3;2020;Week 11;51;0;Austria;AT;AUT;8858775;Europe;2,03188364
10/03/2020;10;3;2020;Week 11;29;0;Austria;AT;AUT;8858775;Europe;1,47875976
09/03/2020;9;3;2020;Week 11;3;0;Austria;AT;AUT;8858775;Europe;1,15140073
08/03/2020;8;3;2020;Week 11;25;0;Austria;AT;AUT;8858775;Europe;1,117536
07/03/2020;7;3;2020;Week 10;33;0;Austria;AT;AUT;8858775;Europe;0,83532994
06/03/2020;6;3;2020;Week 10;12;0;Austria;AT;AUT;8858775;Europe;0,46281794
05/03/2020;5;3;2020;Week 10;5;0;Austria;AT;AUT;8858775;Europe;0,32735903
04/03/2020;4;3;2020;Week 10;6;0;Austria;AT;AUT;8858775;Europe;0,27091782
03/03/2020;3;3;2020;Week 10;4;0;Austria;AT;AUT;8858775;Europe;0,20318836
02/03/2020;2;3;2020;Week 10;4;0;Austria;AT;AUT;8858775;Europe;0,15803539
01/03/2020;1;3;2020;Week 10;3;0;Austria;AT;AUT;8858775;Europe;0,11288242
29/02/2020;29;2;2020;Week 9;2;0;Austria;AT;AUT;8858775;Europe;0,0790177
28/02/2020;28;2;2020;Week 9;3;0;Austria;AT;AUT;8858775;Europe;0,05644121
27/02/2020;27;2;2020;Week 9;0;0;Austria;AT;AUT;8858775;Europe;0,02257648
26/02/2020;26;2;2020;Week 9;2;0;Austria;AT;AUT;8858775;Europe;0,02257648
25/02/2020;25;2;2020;Week 9;0;0;Austria;AT;AUT;8858775;Europe;0
24/02/2020;24;2;2020;Week 9;0;0;Austria;AT;AUT;8858775;Europe;0
23/02/2020;23;2;2020;Week 9;0;0;Austria;AT;AUT;8858775;Europe;0
22/02/2020;22;2;2020;Week 8;0;0;Austria;AT;AUT;8858775;Europe;0
21/02/2020;21;2;2020;Week 8;0;0;Austria;AT;AUT;8858775;Europe;0
20/02/2020;20;2;2020;Week 8;0;0;Austria;AT;AUT;8858775;Europe;0
19/02/2020;19;2;2020;Week 8;0;0;Austria;AT;AUT;8858775;Europe;0
18/02/2020;18;2;2020;Week 8;0;0;Austria;AT;AUT;8858775;Europe;0
17/02/2020;17;2;2020;Week 8;0;0;Austria;AT;AUT;8858775;Europe;0
16/02/2020;16;2;2020;Week 8;0;0;Austria;AT;AUT;8858775;Europe;0
15/02/2020;15;2;2020;Week 7;0;0;Austria;AT;AUT;8858775;Europe;0
14/02/2020;14;2;2020;Week 7;0;0;Austria;AT;AUT;8858775;Europe;0
13/02/2020;13;2;2020;Week 7;0;0;Austria;AT;AUT;8858775;Europe;0
12/02/2020;12;2;2020;Week 7;0;0;Austria;AT;AUT;8858775;Europe;0
11/02/2020;11;2;2020;Week 7;0;0;Austria;AT;AUT;8858775;Europe;0
10/02/2020;10;2;2020;Week 7;0;0;Austria;AT;AUT;8858775;Europe;0
09/02/2020;9;2;2020;Week 7;0;0;Austria;AT;AUT;8858775;Europe;0
08/02/2020;8;2;2020;Week 6;0;0;Austria;AT;AUT;8858775;Europe;0
07/02/2020;7;2;2020;Week 6;0;0;Austria;AT;AUT;8858775;Europe;0
06/02/2020;6;2;2020;Week 6;0;0;Austria;AT;AUT;8858775;Europe;0
05/02/2020;5;2;2020;Week 6;0;0;Austria;AT;AUT;8858775;Europe;0
04/02/2020;4;2;2020;Week 6;0;0;Austria;AT;AUT;8858775;Europe;0
03/02/2020;3;2;2020;Week 6;0;0;Austria;AT;AUT;8858775;Europe;0
02/02/2020;2;2;2020;Week 6;0;0;Austria;AT;AUT;8858775;Europe;0
01/02/2020;1;2;2020;Week 5;0;0;Austria;AT;AUT;8858775;Europe;0
31/01/2020;31;1;2020;Week 5;0;0;Austria;AT;AUT;8858775;Europe;0
30/01/2020;30;1;2020;Week 5;0;0;Austria;AT;AUT;8858775;Europe;0
29/01/2020;29;1;2020;Week 5;0;0;Austria;AT;AUT;8858775;Europe;0
28/01/2020;28;1;2020;Week 5;0;0;Austria;AT;AUT;8858775;Europe;0
27/01/2020;27;1;2020;Week 5;0;0;Austria;AT;AUT;8858775;Europe;0
26/01/2020;26;1;2020;Week 5;0;0;Austria;AT;AUT;8858775;Europe;0
25/01/2020;25;1;2020;Week 4;0;0;Austria;AT;AUT;8858775;Europe;0
24/01/2020;24;1;2020;Week 4;0;0;Austria;AT;AUT;8858775;Europe;0
23/01/2020;23;1;2020;Week 4;0;0;Austria;AT;AUT;8858775;Europe;0
22/01/2020;22;1;2020;Week 4;0;0;Austria;AT;AUT;8858775;Europe;0
21/01/2020;21;1;2020;Week 4;0;0;Austria;AT;AUT;8858775;Europe;0
20/01/2020;20;1;2020;Week 4;0;0;Austria;AT;AUT;8858775;Europe;0
19/01/2020;19;1;2020;Week 4;0;0;Austria;AT;AUT;8858775;Europe;0
18/01/2020;18;1;2020;Week 3;0;0;Austria;AT;AUT;8858775;Europe;0
17/01/2020;17;1;2020;Week 3;0;0;Austria;AT;AUT;8858775;Europe;0
16/01/2020;16;1;2020;Week 3;0;0;Austria;AT;AUT;8858775;Europe;0
15/01/2020;15;1;2020;Week 3;0;0;Austria;AT;AUT;8858775;Europe;0
14/01/2020;14;1;2020;Week 3;0;0;Austria;AT;AUT;8858775;Europe;0
13/01/2020;13;1;2020;Week 3;0;0;Austria;AT;AUT;8858775;Europe;0
12/01/2020;12;1;2020;Week 3;0;0;Austria;AT;AUT;8858775;Europe;
11/01/2020;11;1;2020;Week 2;0;0;Austria;AT;AUT;8858775;Europe;
10/01/2020;10;1;2020;Week 2;0;0;Austria;AT;AUT;8858775;Europe;
09/01/2020;9;1;2020;Week 2;0;0;Austria;AT;AUT;8858775;Europe;
08/01/2020;8;1;2020;Week 2;0;0;Austria;AT;AUT;8858775;Europe;
07/01/2020;7;1;2020;Week 2;0;0;Austria;AT;AUT;8858775;Europe;
06/01/2020;6;1;2020;Week 2;0;0;Austria;AT;AUT;8858775;Europe;
05/01/2020;5;1;2020;Week 2;0;0;Austria;AT;AUT;8858775;Europe;
04/01/2020;4;1;2020;Week 1;0;0;Austria;AT;AUT;8858775;Europe;
03/01/2020;3;1;2020;Week 1;0;0;Austria;AT;AUT;8858775;Europe;
02/01/2020;2;1;2020;Week 1;0;0;Austria;AT;AUT;8858775;Europe;
